question,label
그럼 부안 비 올지 말해 줄 수 있니,weather
그럼 논산 눈 올지 말해 줘,weather
그럼 인제 비 올지 부탁 해,weather
그럼 울진 비 오는지 부탁 합니다,weather
그럼 부천 눈 오는지 알고싶어,weather
그러면 가평 비 오는지 부탁 합니다,weather
그러면 태안 눈 오는지 알려줘,weather
그러면 남양주 비 올지 말해 줘주세요,weather
그러면 여수 비 오는지 말해 줘주세요,weather
그러면 인제 비 올지 말해 줄 수 있니,weather
그러면 청양 눈 오는지 알려줄 수 있니,weather
그러면 광명 비 오는지 말해 줘,weather
서울 눈 올지 알려줄래,weather
전라도 비 올지 부탁 해,weather
전라남도 눈 오는지 말해 줘봐,weather
전라남도 비 오는지 알려줄래,weather
경상남도 눈 올지 알려줘,weather
경기도 날씨 알려주라,weather
제주도 눈 올지 말해 줘봐,weather
경상남도 날씨 알아봐줘,weather
서울 비 올지 알려줄 수 있니,weather
충청북도 눈 오는지 알고싶어,weather
경기도 비 올지 알고싶어,weather
서울 눈 올지 말해 줄 수 있니,weather
서울 비 올지 부탁 해,weather
경상북도 눈 올지 알려줘,weather
충청도 눈 올지 알 수 있을까,weather
제주도 비 오는지 알려줄래,weather
경상남도 비 올지 알고싶어,weather
충청도 눈 오는지 알려주세요,weather
경기도 눈 올지 말해 줘줘,weather
경기도 비 오는지 알고싶어,weather
경상북도 비 오는지 말해 줄 수 있니,weather
강원도 비 오는지 말해 줘봐,weather
제주도 날씨 알려줄래,weather
전라도 날씨 알려줄래,weather
전라남도 눈 오는지 알려주라,weather
전라북도 눈 올지 알아봐줘,weather
강원도 눈 오는지 알려줄래,weather
충청남도 날씨 부탁 합니다,weather
경상도 비 오는지 말해 줘주세요,weather
충청남도 눈 오는지 말해 줘주세요,weather
경상도 비 오는지 말해 줘,weather
충청북도 눈 올지 알려줘,weather
충청북도 비 오는지 부탁 합니다,weather
충청남도 비 오는지 말해 줘주라,weather
충청남도 눈 오는지 알려주세요,weather
전라도 눈 올지 말해 줘주라,weather
전라남도 비 올지 알려주세요,weather
강원도 눈 올지 부탁 해,weather
전라도 눈 올지 알아봐줘,weather
전라북도 비 올지 말해 줘주세요,weather
강원도 눈 올지 알고싶어,weather
충청도 비 올지 말해 줘주라,weather
경상도 비 오는지 알려주라,weather
강원도 비 올지 말해 줘봐,weather
경상도 비 오는지 말해 줘주라,weather
경기도 눈 오는지 말해 줘봐,weather
강원도 날씨 말해 줘,weather
충청남도 눈 올지 알고싶어,weather
전라남도 눈 오는지 말해 줘,weather
강원도 날씨 알려줄래,weather
경상남도 눈 오는지 말해 줄 수 있니,weather
경상남도 날씨 알려줄래,weather
전라북도 비 오는지 말해 줘봐,weather
전라북도 비 올지 알려줄 수 있니,weather
충청남도 눈 올지 말해 줘주라,weather
강원도 날씨 말해 줘줘,weather
경상도 날씨 말해 줘주세요,weather
경상남도 날씨 알려주세요,weather
경상남도 비 올지 알 수 있을까,weather
전라남도 비 오는지 알 수 있을까,weather
경상북도 비 오는지 말해 줘주라,weather
전라북도 눈 올지 말해 줘주세요,weather
경상도 눈 오는지 부탁 합니다,weather
제주도 비 오는지 말해 줄 수 있니,weather
전라도 눈 오는지 말해 줘,weather
전라남도 눈 올지 알려줘,weather
충청도 눈 오는지 알아봐줘,weather
경상도 눈 올지 알려주세요,weather
강원도 눈 오는지 알아봐줘,weather
강원도 눈 오는지 말해 줘주세요,weather
전라남도 비 오는지 알려줘,weather
강원도 날씨 알려주세요,weather
제주도 비 오는지 알려줘,weather
서울 눈 올지 말해 줘,weather
전라남도 비 올지 알고싶어,weather
강원도 눈 오는지 알려주라,weather
서울 비 올지 알 수 있을까,weather
경상북도 눈 올지 말해 줘,weather
경상도 날씨 알 수 있을까,weather
전주 우산 필요하냐,weather
부여 눈 오니,weather
나주 날씨 맑을까,weather
괴산 날씨 덥냐,weather
태백 우산 챙길까,weather
무주 날씨 추울까,weather
용산 덥니,weather
화천 우산 가져가야하니,weather
진도 더울까,weather
횡성 날씨,weather
단양 날씨 어떠냐,weather
충주 추울까,weather
보성 더울까,weather
속초 비 올까,weather
함안 날씨 춥냐,weather
태백 날씨 흐릴까,weather
영덕 맑을까,weather
군산 우산 써야 할까,weather
청양 눈 올까,weather
하동 흐리냐,weather
옥천 비 올까,weather
봉화 날씨 덥니,weather
장수 날씨 좋니,weather
거제 날씨 흐릴까,weather
경산 날씨 추울까,weather
하남 눈 오니,weather
계룡 비오냐,weather
남양주 눈 오니,weather
영양 맑을까,weather
담양 우산 가져갈까,weather
거제 눈 오니,weather
남양주 날씨 더울까,weather
양구 우산 필요할까,weather
익산 맑냐,weather
여주 날씨 흐리니,weather
시흥 날씨 맑냐,weather
속초 날씨 덥니,weather
평창 덥니,weather
광명 날씨 덥냐,weather
남해 흐리냐,weather
성주 날씨 춥냐,weather
화천 우산 가져갈까,weather
홍성 우산 필요하냐,weather
청송 우산 가져갈까,weather
김천 날씨 흐릴까,weather
울릉 춥냐,weather
문경 우산 필요해,weather
봉화 춥냐,weather
남양주 날씨 흐리냐,weather
나주 날씨,weather
파주 날씨 더울까,weather
전주 맑을까,weather
부천 날씨 좋니,weather
영광 눈 오니,weather
용산 우산 필요할까,weather
문경 비오냐,weather
청주 날씨 덥냐,weather
연천 날씨 어때,weather
경주 날씨 흐리니,weather
함양 우산 가져갈까,weather
보은 날씨 맑을까,weather
사천 우산 가져가야하니,weather
인제 날씨 좋니,weather
인제 날씨 흐릴까,weather
거창 비오니,weather
군산 날씨 더울까,weather
영월 더울까,weather
음성 날씨 좋니,weather
부안 덥니,weather
신안 비 올까,weather
의령 날씨 어떠니,weather
담양 우산 쓸까,weather
거제 날씨 어떠니,weather
의령 우산 챙겨야해,weather
제주 우산 챙겨야해,weather
곡성 덥니,weather
영암 춥냐,weather
강진 흐리니,weather
동해 우산 써야 할까,weather
남양주 우산 써야 할까,weather
양산 날씨 덥니,weather
청주 맑냐,weather
수원 덥니,weather
문경 우산 필요하니,weather
영동 날씨 맑니,weather
무안 우산 필요하냐,weather
산청 날씨 어때,weather
나주 날씨 어떠니,weather
장흥 우산 가져갈까,weather
서천 우산 필요하니,weather
포천 날씨 어때,weather
천안 눈 올까,weather
동두천 흐리니,weather
봉화 우산 써야하니,weather
단양 날씨 어때,weather
청양 우산 가져갈까,weather
부여 날씨 추울까,weather
안산 날씨 흐릴까,weather
양구 날씨 맑을까,weather
영동 날씨 추울까,weather
진주 우산 챙겨야 할까,weather
여주 더울까,weather
보성 날씨 날씨,weather
장흥 날씨 덥냐,weather
삼척 비 올까,weather
구례 흐리냐,weather
단양 우산 써야하니,weather
사천 우산 챙겨야해,weather
울릉 비오니,weather
홍천 흐리냐,weather
춘천 날씨 맑니,weather
밀양 추울까,weather
장성 춥냐,weather
진도 날씨 흐리냐,weather
영덕 비오니,weather
고흥 우산 챙길까,weather
진천 날씨 흐릴까,weather
양산 날씨 덥냐,weather
구미 비오니,weather
용인 날씨 어떠냐,weather
대구 맑을까,weather
남해 우산 필요하냐,weather
김제 날씨 어떠니,weather
철원 흐릴까,weather
영주 우산 가져갈까,weather
연천 맑냐,weather
구리 날씨 덥니,weather
하동 춥냐,weather
경산 날씨 더울까,weather
완도 우산 필요할까,weather
당진 우산 필요하니,weather
산청 날씨 날씨,weather
하남 우산 챙겨야 할까,weather
횡성 맑니,weather
대구 날씨 어떠니,weather
여주 비 올까,weather
해운대 덥냐,weather
무주 춥냐,weather
청도 흐리냐,weather
목포 우산 가져갈까,weather
과천 날씨 어때,weather
창녕 우산 챙겨야 할까,weather
원주 우산 챙길까,weather
양주 날씨 어때,weather
논산 흐릴까,weather
보은 우산 챙길까,weather
논산 날씨 흐리니,weather
창녕 우산 필요하냐,weather
울진 우산 가져가야하니,weather
부안 우산 챙길까,weather
일산 날씨 더울까,weather
평창 날씨 추울까,weather
남양주 날씨 어떠니,weather
보은 날씨 흐리냐,weather
영양 날씨 어때,weather
성남 날씨 어떠니,weather
장성 비오니,weather
성남 날씨 덥냐,weather
구리 눈 오냐,weather
고령 비 올까,weather
화순 날씨 흐리냐,weather
함안 날씨 맑을까,weather
해운대 날씨,weather
고령 맑냐,weather
횡성 눈 오니,weather
예천 우산 필요하니,weather
상주 우산 써야하니,weather
남해 날씨 어떠니,weather
임실 날씨 춥냐,weather
예산 흐릴까,weather
양주 우산 필요하냐,weather
하남 눈 오냐,weather
속초 우산 가져갈까,weather
김포 눈 올까,weather
남원 흐리냐,weather
성주 우산 가져갈까,weather
남해 추울까,weather
청양 흐리니,weather
이천 날씨 어때,weather
삼척 맑냐,weather
홍천 우산 챙겨야 할까,weather
수원 눈 오니,weather
안양 날씨 날씨,weather
양산 날씨 맑냐,weather
삼척 날씨 흐리니,weather
고양 눈 오니,weather
거제 날씨 어때,weather
영천 우산 챙길까,weather
보은 우산 가져가야하니,weather
오산 흐리냐,weather
증평 우산 필요하니,weather
영동 우산 가져가야하니,weather
평창 흐리냐,weather
담양 흐리니,weather
거창 우산 필요하냐,weather
순창 날씨 맑냐,weather
남원 우산 써야 할까,weather
봉화 날씨 흐릴까,weather
충주 흐리니,weather
청도 덥니,weather
산청 날씨 덥니,weather
청양 날씨,weather
무안 우산 써야하니,weather
영양 덥니,weather
논산 날씨 어떠냐,weather
인제 날씨 덥냐,weather
의왕 날씨 맑니,weather
구미 날씨 어떠냐,weather
무주 흐리냐,weather
함양 눈 올까,weather
함평 비 올까,weather
시흥 우산 필요해,weather
청도 날씨 흐릴까,weather
거제 우산 쓸까,weather
금산 날씨 맑냐,weather
의정부 날씨 좋니,weather
예천 비오니,weather
충주 우산 필요하니,weather
삼척 춥냐,weather
안양 눈 오니,weather
거제 날씨 날씨,weather
아산 눈 오니,weather
김해 우산 챙겨야 할까,weather
증평 날씨 어떠니,weather
금산 추울까,weather
무안 눈 올까,weather
논산 덥냐,weather
괴산 우산 필요하냐,weather
김제 눈 오냐,weather
충주 날씨 어떠냐,weather
청주 날씨 어때,weather
해운대 비 올까,weather
광주 날씨 덥냐,weather
안성 흐리니,weather
보령 춥냐,weather
양주 맑냐,weather
시흥 우산 필요하냐,weather
구리 날씨 덥냐,weather
영광 날씨,weather
김해 비오니,weather
여수 날씨,weather
고창 우산 챙길까,weather
김제 날씨 추울까,weather
의정부 날씨 더울까,weather
의왕 눈 오냐,weather
익산 날씨 흐리냐,weather
광주 날씨 흐리냐,weather
의령 춥냐,weather
고령 춥냐,weather
거창 추울까,weather
함평 춥냐,weather
일산 날씨 흐릴까,weather
춘천 비오니,weather
고흥 흐릴까,weather
완주 날씨 맑냐,weather
남해 비오니,weather
신안 우산 써야 할까,weather
성주 우산 챙겨야 할까,weather
화순 덥니,weather
고흥 맑니,weather
용산 눈 오냐,weather
상주 비 올까,weather
영월 우산 필요할까,weather
신안 흐리냐,weather
미추홀 우산 챙길까,weather
안동 날씨 맑을까,weather
무안 날씨 어떠냐,weather
김천 우산 써야 할까,weather
부안 날씨 좋니,weather
영월 우산 필요하니,weather
사천 우산 필요하냐,weather
당진 날씨,weather
양구 비 올까,weather
단양 우산 써야 할까,weather
평택 비오냐,weather
영월 날씨 어떠니,weather
홍천 비오냐,weather
동해 덥니,weather
거창 덥냐,weather
문경 날씨 덥냐,weather
당진 추울까,weather
파주 우산 챙겨야해,weather
의령 우산 챙길까,weather
고령 날씨 맑냐,weather
울진 맑냐,weather
거제 우산 가져갈까,weather
음성 우산 가져갈까,weather
남해 눈 오니,weather
남원 덥니,weather
삼척 비오냐,weather
경주 날씨 추울까,weather
삼척 날씨 흐리냐,weather
곡성 우산 써야 할까,weather
화성 덥냐,weather
금산 우산 써야 할까,weather
김포 우산 쓸까,weather
합천 비오냐,weather
안양 날씨 덥니,weather
부여 우산 쓸까,weather
강진 우산 필요할까,weather
광주 우산 써야 할까,weather
남해 맑을까,weather
고창 맑니,weather
날씨 궁금해,weather
지금 날씨 어떤데,weather
저기 날씨 어때,weather
날씨 완전 문젠데,weather
전주 날씨 시원할까,weather
시원한 날씨니,weather
전주 날씨 한 번 알려줘,weather
모레 날씨 궁금해,weather
날씨 궁금해요,weather
날씨 어떨까,weather
하늘 우박 떨어지네,weather
지금 날씨 어때,weather
체감날씨 좀 알려줄래,weather
궁금해 체감날씨,weather
어때 좀 체감온도,weather
화요일 근데 온도 어떠려나,weather
해 떴니 지금,weather
